penetration,seed,n_vehicles,n_cavs,n_walkers,weather,map,duration_s,wall_seconds,wall_to_sim_ratio,collision_count,raw_collision_events,cav_collision_count,hdv_collision_count,vru_collision_count,cav_hit_pedestrian_count,hdv_hit_pedestrian_count,action_none,action_decelerate,action_soft_brake,action_hard_brake,phantom_brakes_suppressed,dead_cav_count,decode_errors,publishes_emitted,publishes_dropped,cbr_mean,cbr_max,coll_attentive,coll_distracted,coll_aggressive_hostile
1.0,3,60,60,42,ClearSunset,Town05,120.0,144.51135659217834,1.2042613049348196,1021,19111,1021,0,0,0,0,135076,2151,1613,5160,49,0,0,3600,0,0.016375000000000008,0.0165,470,322,229
1.0,4,60,60,42,ClearSunset,Town05,120.0,146.50755190849304,1.2208962659041087,1224,22920,1224,0,0,0,0,135290,2091,2096,4523,46,0,0,3600,0,0.016375000000000008,0.0165,429,356,439
1.0,0,60,60,60,ClearSunset,Town10HD_Opt,120.0,182.10521411895752,1.5175434509913126,1421,25000,1421,0,4,4,0,122571,8742,6975,5712,188,0,0,3600,0,0.016375000000000008,0.0165,680,426,315
1.0,1,60,60,59,ClearSunset,Town10HD_Opt,120.0,185.32699394226074,1.5443916161855062,1395,25000,1395,0,2,2,0,124273,6985,7169,5573,173,0,0,3600,0,0.016375000000000008,0.0165,656,328,411
1.0,2,60,60,59,ClearSunset,Town10HD_Opt,120.0,202.41602969169617,1.6868002474308015,1422,25000,1422,0,5,5,0,122264,8049,7902,5785,171,0,0,3600,0,0.016375000000000008,0.0165,768,273,381
1.0,3,60,60,59,ClearSunset,Town10HD_Opt,120.0,187.2257444858551,1.560214537382126,1385,25000,1385,0,2,2,0,125858,7662,6399,4081,128,0,0,3600,0,0.016375000000000008,0.0165,674,353,358
1.0,4,60,60,59,ClearSunset,Town10HD_Opt,120.0,198.2059302330017,1.6517160852750143,1423,25000,1423,0,2,2,0,126294,7171,5965,4570,220,0,0,3600,0,0.016375000000000008,0.0165,604,237,582
1.0,0,60,60,45,HardRainNoon,Town01,120.0,125.14291906356812,1.0428576588630676,1371,25000,1371,0,2,2,0,132923,4594,4220,2263,57,0,0,3600,0,0.016375000000000008,0.0165,654,227,490
1.0,1,60,60,44,HardRainNoon,Town01,120.0,120.20282125473022,1.0016901771227518,1389,25000,1389,0,6,6,0,132448,4668,4607,2277,59,0,0,3600,0,0.016375000000000008,0.0165,696,383,310
1.0,2,60,60,47,HardRainNoon,Town01,120.0,125.27410912513733,1.0439509093761443,1383,25000,1383,0,1,1,0,130422,5073,5472,3033,69,0,0,3600,0,0.016375000000000008,0.0165,614,421,348
1.0,3,60,60,44,HardRainNoon,Town01,120.0,121.41179990768433,1.0117649992307027,1350,25000,1350,0,3,3,0,131982,5090,4804,2124,45,0,0,3600,0,0.016375000000000008,0.0165,784,323,243
1.0,4,60,60,44,HardRainNoon,Town01,120.0,119.53158807754517,0.9960965673128764,1412,25000,1412,0,2,2,0,133855,3914,3476,2755,53,0,0,3600,0,0.016375000000000008,0.0165,697,284,431
1.0,0,60,60,42,HardRainNoon,Town05,120.0,152.89502668380737,1.2741252223650614,1314,24831,1314,0,0,0,0,132769,2572,2226,6433,55,0,0,3600,0,0.016375000000000008,0.0165,575,327,412
1.0,1,60,60,43,HardRainNoon,Town05,120.0,147.91754412651062,1.2326462010542552,958,19065,958,0,3,3,0,133860,2115,2265,5760,36,0,0,3600,0,0.016375000000000008,0.0165,316,406,236
1.0,2,60,60,41,HardRainNoon,Town05,120.0,151.37160325050354,1.2614300270875296,1341,25000,1341,0,1,1,0,134168,2320,2744,4768,54,0,0,3600,0,0.016375000000000008,0.0165,386,676,279
1.0,3,60,60,42,HardRainNoon,Town05,120.0,142.50585913658142,1.1875488261381786,1202,23023,1202,0,0,0,0,137254,2658,2383,1705,41,0,0,3600,0,0.016375000000000008,0.0165,503,447,252
1.0,4,60,60,42,HardRainNoon,Town05,120.0,143.39894461631775,1.1949912051359812,976,17623,976,0,2,2,0,134329,2197,2268,5206,39,0,0,3600,0,0.016375000000000008,0.0165,376,232,368
1.0,0,60,60,60,HardRainNoon,Town10HD_Opt,120.0,170.3736548423767,1.4197804570198058,1358,25000,1358,0,2,2,0,125809,7526,6398,4267,155,0,0,3600,0,0.016375000000000008,0.0165,557,428,373
1.0,1,60,60,59,HardRainNoon,Town10HD_Opt,120.0,167.62818884849548,1.3969015737374624,1434,25000,1434,0,3,3,0,124989,7947,6548,4516,168,0,0,3600,0,0.016375000000000008,0.0165,670,269,495
1.0,2,60,60,59,HardRainNoon,Town10HD_Opt,120.0,168.7469928264618,1.406224940220515,1388,25000,1388,0,5,5,0,124750,7762,6369,5119,177,0,0,3600,0,0.016375000000000008,0.0165,600,443,345
1.0,3,60,60,59,HardRainNoon,Town10HD_Opt,120.0,162.65469551086426,1.355455795923869,1391,25000,1391,0,4,4,0,126600,6989,5581,4830,152,0,0,3600,0,0.016375000000000008,0.0165,622,340,429
1.0,4,60,60,59,HardRainNoon,Town10HD_Opt,120.0,162.1129970550537,1.3509416421254477,1421,25000,1421,0,3,3,0,125038,7546,6312,5104,180,0,0,3600,0,0.016375000000000008,0.0165,603,258,560
