penetration,n_walkers,n_walkers_actual,weather,map,n_seeds,collision_count_mean,collision_count_std,primary_collision_count_mean,primary_collision_count_std,secondary_collision_count_mean,secondary_collision_count_std,cav_collision_count_mean,cav_collision_count_std,hdv_collision_count_mean,hdv_collision_count_std,vru_collision_count_mean,vru_collision_count_std,cav_hit_pedestrian_count_mean,cav_hit_pedestrian_count_std,hdv_hit_pedestrian_count_mean,hdv_hit_pedestrian_count_std,action_hard_brake_mean,action_hard_brake_std,action_soft_brake_mean,action_soft_brake_std,action_decelerate_mean,action_decelerate_std,phantom_brakes_suppressed_mean,phantom_brakes_suppressed_std,dead_cav_count_mean,dead_cav_count_std,cooperative_brakes_mean,cooperative_brakes_std,frozen_vehicle_count_mean,frozen_vehicle_count_std,v2v_received_total_mean,v2v_received_total_std,cbr_mean_mean,cbr_mean_std,wall_to_sim_ratio_mean,wall_to_sim_ratio_std
0.5,60,41.5,HardRainNoon,Town05,2,10.5,2.1213203435596424,8.0,1.4142135623730951,2.5,0.7071067811865476,5.5,2.1213203435596424,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,601.5,88.38834764831844,325.0,33.94112549695428,1009.0,155.56349186104046,13.0,5.656854249492381,5.0,1.4142135623730951,24.0,22.627416997969522,17.0,2.8284271247461903,212367.0,31323.41619300168,0.182875,0.009746288467354586,0.9715487572881911,0.02536373553831107
0.5,60,57.5,HardRainNoon,Town10HD_Opt,2,20.5,2.1213203435596424,14.0,1.4142135623730951,6.5,3.5355339059327378,11.0,2.8284271247461903,9.5,0.7071067811865476,1.0,1.4142135623730951,0.5,0.7071067811865476,0.5,0.7071067811865476,381.5,20.506096654409877,942.0,284.2569260369921,4129.5,296.2777413171634,21.5,19.091883092036785,11.5,0.7071067811865476,114.0,89.09545442950498,32.5,2.1213203435596424,233528.0,42089.82404334805,0.22471944444444442,0.0020623947784607524,1.5379234512646993,0.021498052817597695
0.9,60,44.5,ClearNoon,Town01,2,7.5,0.7071067811865476,5.5,0.7071067811865476,2.0,0.0,6.5,0.7071067811865476,1.0,1.4142135623730951,1.0,1.4142135623730951,1.0,1.4142135623730951,0.0,0.0,921.0,241.83051916579925,2042.0,49.49747468305833,6070.0,814.5870119269027,44.5,9.192388155425117,8.0,1.4142135623730951,807.5,17.67766952966369,12.0,2.8284271247461903,432304.5,21713.127929895316,0.3230277777777778,0.007793888077078382,1.270569422509935,0.1154098873259571
0.9,60,41.5,ClearNoon,Town05,2,5.0,1.4142135623730951,5.0,1.4142135623730951,0.0,0.0,4.5,0.7071067811865476,0.5,0.7071067811865476,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,811.5,235.46655813512032,761.5,235.46655813512032,2847.0,148.49242404917499,31.5,2.1213203435596424,7.0,1.4142135623730951,124.5,116.67261889578035,9.5,3.5355339059327378,638740.5,52179.5307040989,0.31371944444444444,0.003563032502978947,1.5964763243993123,0.24346719720667664
0.9,60,57.5,ClearNoon,Town10HD_Opt,2,10.5,2.1213203435596424,10.5,2.1213203435596424,0.0,0.0,10.0,1.4142135623730951,0.5,0.7071067811865476,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,1089.5,71.4177848998413,2427.5,306.1772362537751,7842.0,789.131167804187,43.0,32.526911934581186,16.5,3.5355339059327378,736.5,102.5304832720494,19.5,3.5355339059327378,874073.0,29747.982284518053,0.4007777777777778,0.015886332350657784,4.180847409036424,0.4635243863403273
0.9,60,44.5,HardRainNoon,Town01,2,8.5,0.7071067811865476,7.0,0.0,1.5,0.7071067811865476,7.5,0.7071067811865476,1.0,1.4142135623730951,1.0,1.4142135623730951,1.0,1.4142135623730951,0.0,0.0,721.0,91.92388155425118,1713.5,21.920310216782973,5798.0,165.46298679765212,58.0,7.0710678118654755,10.5,0.7071067811865476,749.5,40.30508652763321,14.5,2.1213203435596424,437023.0,23420.790806460827,0.31931111111111116,0.0033783990656690546,1.3402411950959099,0.002228172757242232
0.9,60,41.5,HardRainNoon,Town05,2,2.5,0.7071067811865476,2.5,0.7071067811865476,0.0,0.0,2.0,1.4142135623730951,0.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,1030.5,88.38834764831844,620.0,104.65180361560904,2581.5,474.4686501761734,21.0,4.242640687119285,3.0,2.8284271247461903,165.0,82.02438661763951,5.0,1.4142135623730951,675059.0,39597.97974644666,0.32339444444444443,0.011117289948655143,1.6003654705153572,0.08140505879686753
0.9,60,57.5,HardRainNoon,Town10HD_Opt,2,9.5,2.1213203435596424,7.5,3.5355339059327378,2.0,1.4142135623730951,9.0,2.8284271247461903,0.5,0.7071067811865476,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,692.5,210.0107140124046,2068.5,2.1213203435596424,7810.5,330.2188668141177,45.0,0.0,12.5,3.5355339059327378,656.0,25.45584412271571,15.5,3.5355339059327378,859290.5,91412.6433514533,0.4133777777777778,0.019838273583289212,3.726458920372857,0.01891361743287608
1.0,60,44.5,ClearNoon,Town01,2,6.0,1.4142135623730951,5.0,0.0,1.0,1.4142135623730951,6.0,1.4142135623730951,0.0,0.0,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,824.0,356.38181771801993,2256.5,181.7264427649427,6710.5,314.66251762801363,65.5,3.5355339059327378,10.0,2.8284271247461903,1060.0,213.54624791833734,10.0,2.8284271247461903,538196.0,20855.407404316033,0.35206111111111116,0.0115494107593803,1.3389029529359604,0.06559510719043495
1.0,60,41.5,ClearNoon,Town05,2,1.5,0.7071067811865476,1.5,0.7071067811865476,0.0,0.0,1.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,881.0,258.8010819142764,671.0,74.95331880577403,3574.5,482.95393155041194,34.0,1.4142135623730951,3.0,1.4142135623730951,208.0,147.07821048680188,3.0,1.4142135623730951,835070.5,25259.975544327037,0.36988333333333323,0.00677251161536458,1.940553323427836,0.3286379045842119
1.0,60,57.5,ClearNoon,Town10HD_Opt,2,10.5,0.7071067811865476,8.0,1.4142135623730951,2.5,2.1213203435596424,10.5,0.7071067811865476,0.0,0.0,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,1241.0,70.71067811865476,2637.5,144.95689014324225,9372.0,397.39401102683973,53.0,2.8284271247461903,17.0,1.4142135623730951,991.5,190.21172413918129,17.0,1.4142135623730951,1016103.5,159743.20004463414,0.45834166666666665,0.018498699070041338,4.761410265498691,0.06432085997768207
1.0,60,44.5,HardRainNoon,Town01,2,6.0,1.4142135623730951,4.5,0.7071067811865476,1.5,0.7071067811865476,6.0,1.4142135623730951,0.0,0.0,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,714.5,13.435028842544403,2326.5,197.28279195104676,7499.5,243.9518395093589,55.0,21.213203435596427,9.5,2.1213203435596424,1131.0,292.74220741123065,9.5,2.1213203435596424,551822.0,57501.92344609005,0.3682000000000001,0.014951380051088902,1.4650039725833468,0.12480196597585534
1.0,60,41.5,HardRainNoon,Town05,2,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.0,48.08326112068523,1066.0,141.4213562373095,3955.0,278.6000717874997,36.0,11.313708498984761,4.0,0.0,295.0,239.00209204105306,4.0,0.0,838434.0,64797.851214372844,0.3703833333333333,0.007958879659355303,1.9578474428918626,0.38863656778323713
1.0,60,57.5,HardRainNoon,Town10HD_Opt,2,9.5,0.7071067811865476,9.0,1.4142135623730951,0.5,0.7071067811865476,9.5,0.7071067811865476,0.0,0.0,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,747.5,258.0939751330898,2397.0,476.589970519733,9395.5,374.05948724768365,41.0,5.656854249492381,17.5,2.1213203435596424,558.0,57.982756057296896,17.5,2.1213203435596424,1024453.5,56607.43336788906,0.45091944444444443,0.023197030793925374,4.34370776547326,0.46138394458975224
