penetration,n_walkers,n_walkers_actual,weather,map,n_seeds,collision_count_mean,collision_count_std,primary_collision_count_mean,primary_collision_count_std,secondary_collision_count_mean,secondary_collision_count_std,cav_collision_count_mean,cav_collision_count_std,hdv_collision_count_mean,hdv_collision_count_std,vru_collision_count_mean,vru_collision_count_std,cav_hit_pedestrian_count_mean,cav_hit_pedestrian_count_std,hdv_hit_pedestrian_count_mean,hdv_hit_pedestrian_count_std,action_hard_brake_mean,action_hard_brake_std,action_soft_brake_mean,action_soft_brake_std,action_decelerate_mean,action_decelerate_std,phantom_brakes_suppressed_mean,phantom_brakes_suppressed_std,dead_cav_count_mean,dead_cav_count_std,cooperative_brakes_mean,cooperative_brakes_std,frozen_vehicle_count_mean,frozen_vehicle_count_std,v2v_received_total_mean,v2v_received_total_std,cbr_mean_mean,cbr_mean_std,wall_to_sim_ratio_mean,wall_to_sim_ratio_std
0.5,60,41.5,HardRainNoon,Town05,2,8.0,2.8284271247461903,6.0,1.4142135623730951,2.0,1.4142135623730951,4.5,2.1213203435596424,3.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,551.0,442.64884502277874,340.0,31.11269837220809,1211.5,122.32947314527271,5.5,2.1213203435596424,5.0,2.8284271247461903,0.0,0.0,14.0,4.242640687119285,0.0,0.0,0.016333333333333335,0.0,0.7051688154538472,0.012850699614920545
0.5,60,57.5,HardRainNoon,Town10HD_Opt,2,18.5,3.5355339059327378,14.0,1.4142135623730951,4.5,2.1213203435596424,11.0,7.0710678118654755,7.5,3.5355339059327378,1.0,0.0,0.0,0.0,1.0,0.0,563.0,21.213203435596427,837.0,130.10764773832474,3549.5,649.8311319104372,36.0,1.4142135623730951,11.5,6.363961030678928,0.0,0.0,31.5,4.949747468305833,0.0,0.0,0.016333333333333335,0.0,0.7617651965883043,0.047901856439175
0.9,60,44.5,ClearNoon,Town01,2,6.5,3.5355339059327378,5.5,2.1213203435596424,1.0,1.4142135623730951,5.5,2.1213203435596424,1.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,906.0,321.02647865869255,888.5,125.15790027001891,4779.0,240.41630560342617,27.0,8.48528137423857,8.0,4.242640687119285,0.0,0.0,12.0,5.656854249492381,0.0,0.0,0.016333333333333335,0.0,0.7070593396822611,0.011952687016261832
0.9,60,41.5,ClearNoon,Town05,2,4.0,1.4142135623730951,4.0,1.4142135623730951,0.0,0.0,4.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.5,249.60869375885127,545.5,188.79751057680818,2261.5,152.02795795510772,18.0,2.8284271247461903,6.0,2.8284271247461903,0.0,0.0,7.0,4.242640687119285,0.0,0.0,0.016333333333333335,0.0,0.807682712872823,0.08515520857644303
0.9,60,57.5,ClearNoon,Town10HD_Opt,2,13.0,5.656854249492381,11.5,4.949747468305833,1.5,0.7071067811865476,12.5,6.363961030678928,0.5,0.7071067811865476,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,1735.0,19.79898987322333,1275.5,369.81684656056433,6013.5,1014.6982310026957,45.0,24.041630560342615,19.5,7.7781745930520225,0.0,0.0,23.0,8.48528137423857,0.0,0.0,0.016333333333333335,0.0,1.0063483635584514,0.06341003099068988
0.9,60,44.5,HardRainNoon,Town01,2,7.5,2.1213203435596424,5.5,2.1213203435596424,2.0,0.0,6.5,0.7071067811865476,1.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,849.5,143.54267658086914,1012.0,197.9898987322333,4496.0,405.87929240107826,23.0,12.727922061357855,9.0,2.8284271247461903,0.0,0.0,13.0,4.242640687119285,0.0,0.0,0.016333333333333335,0.0,0.7385146843062507,0.011209501333906332
0.9,60,41.5,HardRainNoon,Town05,2,5.0,1.4142135623730951,5.0,1.4142135623730951,0.0,0.0,4.0,1.4142135623730951,1.0,0.0,1.0,1.4142135623730951,0.5,0.7071067811865476,0.5,0.7071067811865476,1265.5,146.37110370561533,560.5,79.90306627407988,2246.0,145.6639969244288,20.0,12.727922061357855,6.5,2.1213203435596424,0.0,0.0,9.0,1.4142135623730951,0.0,0.0,0.016333333333333335,0.0,0.861123349931505,0.014319240052921624
0.9,60,57.5,HardRainNoon,Town10HD_Opt,2,11.5,2.1213203435596424,9.0,1.4142135623730951,2.5,0.7071067811865476,11.0,1.4142135623730951,0.5,0.7071067811865476,0.5,0.7071067811865476,0.5,0.7071067811865476,0.0,0.0,1132.0,26.870057685088806,1473.0,156.97770542341354,6490.0,818.829652614022,72.5,23.33452377915607,17.0,0.0,0.0,0.0,19.5,2.1213203435596424,0.0,0.0,0.016333333333333335,0.0,0.8791558490859137,0.009633542628000435
1.0,60,44.5,ClearNoon,Town01,2,7.0,0.0,4.5,0.7071067811865476,2.5,0.7071067811865476,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1022.5,208.59650045003153,1078.5,106.77312395916867,5605.0,29.698484809834994,50.5,12.020815280171307,10.5,2.1213203435596424,0.0,0.0,10.5,2.1213203435596424,0.0,0.0,0.016333333333333335,0.0,0.721303739812639,0.011886859258467594
1.0,60,41.5,ClearNoon,Town05,2,2.0,1.4142135623730951,2.0,1.4142135623730951,0.0,0.0,2.0,1.4142135623730951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1369.5,593.2625894155134,677.0,123.03657992645927,2692.0,173.9482681718907,21.0,15.556349186104045,3.5,2.1213203435596424,0.0,0.0,3.5,2.1213203435596424,0.0,0.0,0.016333333333333335,0.0,0.8705093145370484,0.09890275004423016
1.0,60,57.5,ClearNoon,Town10HD_Opt,2,10.0,2.8284271247461903,8.0,1.4142135623730951,2.0,1.4142135623730951,10.0,2.8284271247461903,0.0,0.0,1.0,1.4142135623730951,1.0,1.4142135623730951,0.0,0.0,1821.5,144.95689014324225,1418.5,150.61374439273462,6685.5,1301.783584164434,48.0,1.4142135623730951,16.5,2.1213203435596424,0.0,0.0,16.5,2.1213203435596424,0.0,0.0,0.016333333333333335,0.0,1.086293958293067,0.026061027985621564
1.0,60,44.5,HardRainNoon,Town01,2,5.5,2.1213203435596424,4.5,0.7071067811865476,1.0,1.4142135623730951,5.5,2.1213203435596424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,101.82337649086284,1030.5,178.89801564019652,5395.0,345.0681092190352,22.5,0.7071067811865476,9.0,4.242640687119285,0.0,0.0,9.0,4.242640687119285,0.0,0.0,0.016333333333333335,0.0,0.7636639873186748,0.013996239718287005
1.0,60,41.5,HardRainNoon,Town05,2,1.5,0.7071067811865476,1.5,0.7071067811865476,0.0,0.0,1.5,0.7071067811865476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1490.0,350.72496346852756,616.0,45.254833995939045,2601.0,115.96551211459379,26.5,0.7071067811865476,3.0,1.4142135623730951,0.0,0.0,3.0,1.4142135623730951,0.0,0.0,0.016333333333333335,0.0,0.9093244632085165,0.0580680884025215
1.0,60,57.5,HardRainNoon,Town10HD_Opt,2,10.5,0.7071067811865476,9.5,0.7071067811865476,1.0,0.0,10.5,0.7071067811865476,0.0,0.0,1.0,1.4142135623730951,1.0,1.4142135623730951,0.0,0.0,1226.0,230.51681066681448,1418.0,373.3523804664971,7212.0,926.3098833543772,74.0,53.74011537017761,18.5,3.5355339059327378,0.0,0.0,18.5,3.5355339059327378,0.0,0.0,0.016333333333333335,0.0,0.902186828189426,0.07706564737208495
